DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;P7481;AREA;MES;DPTO;fex_c_2011
5282680;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3356
5282680;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3356
5282683;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2912
5282683;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2912
5282683;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2912
5282683;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2912
5282684;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3425
5282684;1;2;1;90;2; ;1;35;2; ;2; ;2; ;1;6;1;1;2; ;2; ;2; ; ;11;11;11;3425
5282684;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3425
5282685;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2739
5282685;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2739
5282685;1;3;1;90;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2739
5282685;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2739
5282686;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4073
5282686;1;2;1;90;2; ;1;49;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4073
5282686;1;3;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4073
5282686;1;4;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4073
5282687;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3084
5282687;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3084
5282687;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3084
5282687;1;4;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3084
5282688;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3124
5282688;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3124
5282689;1;1;1;90;2; ;1;28;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3229
5282690;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3535
5282690;1;2;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3535
5282690;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3535
5282692;1;1;1;90;2; ;1;15;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3883
5282693;1;1;1;90;2; ;1;6;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3997
5282693;1;2;1;90;2; ;1;28;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3997
5282693;1;3;1;90;2; ;1;6;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3997
5282693;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;1;16;2; ;2; ;2; ; ;11;11;11;3997
5282694;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2749
5282694;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2749
5282694;1;3;1;90;2; ;1;34;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2749
5282695;1;1;1;90;2; ;1;21;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3868
5282695;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3868
5282695;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3868
5282696;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3252
5282696;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3252
5282696;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3252
5282697;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3530
5282697;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3530
5282698;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3326
5282700;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2787
5282700;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2787
5282700;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2787
5282701;1;1;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3229
5282702;1;1;1;90;2; ;1;5;1;5;2; ;2; ;2; ;2; ;2; ;1;10;1;10; ;11;11;11;2844
5282702;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2844
5282702;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2844
5282703;1;1;1;90;2; ;1;30;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3387
5282703;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3387
5282703;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3387
5282704;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3831
5282704;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3831
5282704;1;3;1;90;2; ;1;2;2; ;2; ;1;2;2; ;2; ;2; ;2; ;1;40; ;11;11;11;3831
5282705;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3642
5282705;1;2;1;90;2; ;1;20;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3642
5282705;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3642
5282706;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3770
5282707;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3500
5282707;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3500
5282707;1;3;1;90;2; ;1;20;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3500
5282707;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3500
5282708;1;1;1;90;2; ;1;7;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3910
5282708;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3910
5282709;1;1;1;90;2; ;1;30;2; ;2; ;1;2;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3355
5282709;1;2;1;90;2; ;1;2;1;2;2; ;1;21;2; ;1;10;2; ;2; ;2; ; ;11;11;11;3355
5282709;1;4;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3355
5282709;1;5;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3355
5282710;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3775
5282710;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3775
5282711;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3025
5282711;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3025
5282712;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3396
5282712;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3396
5282713;1;1;1;90;2; ;1;14;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3607
5282714;1;1;1;90;2; ;1;24;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3702
5282714;1;2;1;90;2; ;1;20;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3702
5282715;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3868
5282715;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3868
5282715;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3868
5282716;1;1;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3326
5282717;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3356
5282717;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;1;12;2; ;2; ;1;14; ;11;11;11;3356
5282718;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3770
5282719;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3267
5282721;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3504
5282721;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3504
5282722;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2981
5282722;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2981
5282722;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2981
5282723;1;1;1;90;2; ;1;4;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4496
5282723;1;2;1;90;2; ;1;30;2; ;1;24;1;10;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4496
5282723;1;6;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4496
5282724;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;1;24;2; ;2; ; ;11;11;11;3831
5282724;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3831
5282724;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3831
5282725;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3010
5282725;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3010
5282725;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3010
5282725;1;4;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3010
5282726;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3530
5282726;1;2;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3530
5282727;1;1;1;90;2; ;1;15;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3229
5282728;1;1;1;90;2; ;1;5;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4736
5282728;1;2;1;90;2; ;1;5;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4736
5282729;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3267
5282730;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3229
5282731;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3214
5282731;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3214
5282731;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3214
5282733;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4125
5282733;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4125
5282733;1;3;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4125
5282733;1;4;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4125
5282733;1;5;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4125
5282734;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3124
5282734;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3124
5282735;1;1;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;1991
5282735;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;1991
5282736;1;1;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3504
5282736;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3504
5282739;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3326
5282741;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3124
5282741;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3124
5282742;1;1;1;90;2; ;1;39;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2745
5282742;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2745
5282742;1;3;1;90;2; ;1;16;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2745
5282743;1;1;1;90;2; ;1;31;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2682
5282743;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2682
5282743;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2682
5282743;1;4;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2682
5282744;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2499
5282744;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2499
5282744;1;3;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2499
5282744;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2499
5282744;1;5;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2499
5282744;1;6;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2499
5282744;1;7;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2499
5282745;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3154
5282745;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3154
5282745;1;3;1;90;2; ;1;20;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ; ;11;11;11;3154
5282746;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2981
5282746;1;2;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2981
5282746;1;3;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2981
5282747;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3530
5282747;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3530
5282748;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;1;2;2; ;2; ;2; ; ;11;11;11;4012
5282748;1;2;1;90;2; ;1;12;2; ;2; ;2; ;2; ;1;2;2; ;2; ;2; ; ;11;11;11;4012
5282748;1;3;1;90;2; ;1;25;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4012
5282749;1;1;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3012
5282749;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3012
5282749;1;3;1;90;2; ;2; ;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3012
5282749;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3012
5282750;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3770
5282752;1;1;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2913
5282752;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2913
5282752;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2913
5282752;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2913
5282753;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3084
5282753;1;2;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3084
5282754;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2989
5282754;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2989
5282755;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3183
5282755;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3183
5282756;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3632
5282756;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3632
5282756;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3632
5282757;1;1;1;90;2; ;1;35;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4500
5282757;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4500
5282758;1;1;1;90;2; ;1;26;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3302
5282758;1;2;1;90;2; ;1;8;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3302
5282758;1;3;1;90;2; ;1;26;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3302
5282759;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3183
5282759;1;2;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3183
5282766;1;1;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3326
5282767;1;1;1;90;2; ;1;7;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4139
5282767;1;2;1;90;2; ;1;70;2; ;1;70;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4139
5282767;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4139
5282767;1;4;1;90;2; ;2; ;2; ;1;21;2; ;2; ;1;6;2; ;2; ;2; ; ;11;11;11;4139
5282767;1;5;1;90;2; ;1;21;2; ;1;60;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4139
5282768;1;1;1;90;2; ;1;5;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4316
5282768;1;2;1;90;2; ;1;21;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;4316
5282769;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3124
5282769;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;1;4;2; ;2; ;2; ; ;11;11;11;3124
5282770;1;1;1;90;2; ;1;8;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3834
5282770;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3834
5282771;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3530
5282771;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3530
5282772;1;1;1;90;2; ;1;24;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3530
5282772;1;2;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3530
5282773;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2745
5282773;1;2;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2745
5282773;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2745
5282774;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3154
5282774;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3154
5282774;1;3;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3154
5282775;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2497
5282775;1;2;1;90;2; ;1;6;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2497
5282775;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2497
5282775;1;4;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2497
5282775;1;5;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2497
5282776;1;1;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2745
5282776;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2745
5282776;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;2745
5282777;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3262
5282777;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3262
5282777;1;3;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3262
5282778;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;1900
5282779;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3326
5282781;1;1;1;90;2; ;2; ;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;1979
5282781;1;2;1;90;2; ;1;14;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;1979
5282783;1;1;1;90;2; ;1;16;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3229
5282785;1;1;1;90;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3124
5282785;1;2;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3124
5282787;1;1;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3530
5282787;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;11;11;11;3530
