idnoremp;Seccion19;Division;periodo;intio;pottcag;gppgpa;ocgtot;CONINTER;OTROSG;PEROCU;PEREMU;PMISION;SULPERM;SULSAL;SULTEMP;SULMISION;SULAPRENDIZ;PRESPERM;PRESTEMP;PRESMISION;PRESTA;REMU;PROBRU;VALAGRE;TOTG;idaio;imesetot;inoio;insertot;potpsfr;pompsfr;pohpsfr;potperm;pomperm;pohperm;pottcde;pomtcde;pohtcde;pottmoe;pomtmoe;pohtmoe;pomtcag;pohtcag;potpau;pompau;pohpau;pomtot;pohtot;pottot;pompsfr1;pohpsfr2;pompsfr3;pohpsfr4;pompsfr5;pohpsfr6;pomperm1;pohperm2;pomperm3;pohperm4;pomperm5;pohperm6;pomtcde1;pohtcde2;pomtcde3;pohtcde4;pomtcde5;pohtcde6;pomtcag1;pohtcag2;pomtcag3;pohtcag4;pomtcag5;pohtcag6;pomtdhc;pohtdhc;pomtmad;pohtmad;pompau1;pohpau2;pomtot1;pohtot2;pomtot3;pohtot4;pomtot5;pohtot6;ththca;thtmas;gppsi;gpper;gpppsp;gpppst;gsppt;gppcpo;gppano;gppavo;gpppta;gppgpn;gpptpot;ocgrps;gmesetot;gsptot;ocgrc;ocgid;occree;ocgoi;ocgpc;ocgog;ocgtg;ocgamc;ocgtgno;gouts;ocgsv;ocgee;ocgar;ocgca;ocgse;ocgsp;ocgco;ocgfa;ocgpp;ocgnr;ocggv;ocgct;ocggr;ocgup;ocgcl;ocgusi;ocgspe;ocgsgn;gppsied1;gppsied2;gppsied3;gppered1;gppered2;gppered3;gpppsp1;gpppsp2;gpppsp3;gpppsted1;gpppsted2;gpppsted3;gppcpoed1;gppcpoed2;gppcpoed3;gppanoed1;gppanoed2;gppanoed3;gppavoed1;gppavoed2;gppavoed3;gppdocen;gppgpaed1;gppmoni;gppgpned1;gppgpned2;gppgpned3;gpptpoted1;gpptpoted2;gpptpoted3;opcomex
14992;P;85;2019;47189916;0;143805;12839520;12269895;263057;595;595;;1415182;17765277;16206290;0;143805;325492;3565384;0;9419810;27185087;47183666;34913771;27448144;1970;9031;385981;46794904;0;0;0;55;38;17;515;252;263;;;;0;0;18;7;7;302;293;595;0;0;0;0;0;0;34;16;4;1;0;0;72;81;155;158;50;47;0;0;0;0;0;0;3;4;0;0;7;7;113;104;159;159;50;47;17885;0;0;1415182;325492;0;0;3880284;1648650;0;0;263057;28159217;423211;6250;1361495;0;250616;0;206848;0;0;2940133;0;0;0;783111;10943;4100715;129823;167268;67162;378757;8008;66021;463930;727765;0;38844;127153;20247;296472;264748;0;0;0;0;1178663;236519;0;271093;54399;0;0;0;0;1036166;2396725;447393;428847;1070087;149716;0;0;0;711073;143805;0;150265;0;112792;7035125;17681562;2731457;2
14993;P;85;2019;34793152;0;91019;7120803;5906435;408746;408;408;;442486;11982852;11449347;0;91019;105659;2648612;0;6498681;18481533;34793152;28886717;18890279;2019;0;1307011;33486141;0;0;0;19;11;8;355;151;204;;;;0;0;14;2;5;176;232;408;0;0;0;0;0;0;10;8;1;0;0;0;80;76;62;111;18;33;0;0;0;0;0;0;7;13;0;0;2;5;92;89;63;111;18;33;50917;0;0;442486;105659;0;0;2624140;1120270;0;0;408746;20851270;716586;0;1691785;0;191128;0;267471;720435;0;447590;0;0;0;809062;41299;641513;127083;34289;39072;161018;155663;49457;181383;292071;0;4111;157122;3723;147227;241715;0;0;0;0;397476;45010;0;95824;9835;0;0;0;0;870184;1560384;193572;371532;662753;85985;0;0;0;1960991;91019;0;305892;100812;2042;6511174;10958458;1420647;4
14994;P;85;2019;7370879;0;22108;3894620;3752789;91941;173;173;;682824;4058994;3354062;0;22108;151160;771434;0;1909642;5968636;7370879;3618090;6060577;1983;0;32984;7337895;0;0;0;8;5;3;159;88;71;;;;0;0;2;1;1;95;78;173;0;0;0;0;0;0;5;3;0;0;0;0;68;38;15;20;9;26;0;0;0;0;0;0;1;3;0;0;1;1;74;42;15;20;9;26;10584;0;0;682824;151160;0;0;806184;180864;0;0;91941;6313920;2653815;0;99882;0;40489;0;51245;40005;0;59693;0;0;0;53958;50144;0;94933;28684;18505;150476;18928;86490;82982;155467;0;13037;103125;2200;3717;86612;233;0;0;0;682824;0;0;151160;0;0;0;0;0;492342;184381;129461;118252;36429;26183;0;0;0;253343;22108;0;58198;0;33743;4031992;1194857;833728;4
14995;Q;86;2019;76840463;0;168493;67950833;66885791;926705;669;669;0;0;15021581;14853088;0;168493;0;3446054;0;6243503;21265084;76840463;9954672;22191789;1992;0;272037;76568426;0;0;0;0;0;0;645;445;200;0;0;0;0;0;24;15;2;466;203;669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;2141554;655895;0;0;926705;22191789;63322823;0;708713;209;26982;0;344740;664491;0;215119;0;0;0;0;330503;320977;13516;368240;104616;312990;47865;44971;786452;56418;0;0;4624;547;37302;219366;19369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14996;Q;86;2019;13543487;0;19872;3890203;3819351;50136;79;70;0;1568481;1588353;0;0;19872;348815;0;0;745905;2334258;13543487;9724136;2384394;1994;0;556730;12986757;9;4;5;68;37;31;0;0;0;0;0;0;0;0;2;1;1;42;37;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1568481;348815;0;0;401434;86876;0;0;50136;2475614;1259933;0;1329279;0;25226;0;33200;0;0;20715;0;0;0;183138;57599;120975;0;3869;25904;72217;3180;0;625380;30803;0;25807;34482;1386;8373;28737;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14997;Q;86;2019;24238842;41;133874;29969162;17010602;283663;382;382;0;4760274;6765423;1871275;0;133874;1113433;408982;0;2877388;9642811;24238842;7228240;9926474;2002;0;0;24238842;0;0;0;268;182;86;99;70;29;0;0;0;26;15;15;12;3;290;133;423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113750;4680649;1079308;0;0;1080754;274219;0;2345691;283663;9926474;11868023;0;226141;0;9;0;1100;12931484;0;876362;0;0;0;378702;171278;529640;0;0;74885;52952;16067;1600;266414;32248;0;506;42038;18127;18417;117478;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14998;Q;86;2019;24284020;0;92382;14436165;14355734;234729;307;307;0;130826;5453622;5230414;0;92382;61026;1421140;0;2606516;8060138;24284020;9928286;8294867;1972;0;41488;24242532;0;0;0;9;7;2;287;189;98;0;0;0;0;0;11;8;1;205;102;307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;130826;61026;0;0;888247;236103;0;0;234729;8294867;6530956;0;6257191;0;0;0;64597;0;0;368936;0;0;0;32616;0;43165;589;103712;182587;171049;5685;2422;416713;9842;0;0;45490;11040;31140;158435;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
14999;Q;86;2019;17042255;0;24029;8443737;3709740;236665;90;90;0;843714;2037409;1169666;0;24029;207994;313065;0;1490922;3528331;12555424;8845684;3764996;2002;8156021;411081;8475153;0;0;0;10;8;2;76;62;14;0;0;0;0;0;4;1;2;72;18;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49583;809006;193119;0;0;842652;127211;0;0;236665;3764996;1163795;4486831;1023569;1144;97742;0;134058;0;0;422711;0;0;0;88178;0;73995;2120;67049;16860;75998;28233;278641;283918;51007;0;0;14741;15765;38872;68768;9742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15000;Q;86;2019;1259245;2;7452;722274;719289;24414;34;34;0;178265;483810;298093;0;7452;44500;66640;0;270049;753859;1257934;538645;778273;1971;1872;4420;1252953;0;0;0;14;9;5;19;10;9;0;0;0;2;0;1;1;0;22;14;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;178265;44500;0;0;119090;39819;0;29040;24414;778273;580081;1311;13606;0;0;0;699;0;0;13624;0;0;0;0;0;3661;2394;12725;2148;3437;3624;1030;18275;10900;0;2515;9012;7046;3074;3933;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
16986;I1;55;2019;938637;0;0;269795;239721;19003;18;17;0;0;172247;172247;0;0;0;37895;0;67177;239424;938637;698916;258427;2006;0;512614;426023;1;0;1;0;0;0;17;8;9;0;0;0;0;0;0;0;0;8;10;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;22392;6890;0;0;19003;258427;38035;0;12282;1200;6290;0;21883;0;0;72434;0;0;0;0;0;25900;2420;6229;12113;13306;2102;3300;4770;0;0;0;2801;352;2411;41967;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15001;I2;56;2019;12595643;0;102684;6120993;5992141;390011;318;318;0;0;3234666;3131982;0;102684;0;689036;0;1268999;4503665;12595643;6603502;4893676;1994;0;0;12595643;0;0;0;0;0;0;306;125;181;0;0;0;0;0;12;2;10;127;191;318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;439553;140410;0;0;390011;4893676;4404650;0;0;4429;79463;0;33398;0;0;68624;0;0;0;202336;0;428550;1435;23245;122019;58458;0;0;132946;0;0;0;9266;55901;14125;482148;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15002;I1;55;2019;1315016;0;0;434513;399947;29785;28;28;0;330942;330942;0;0;0;76117;0;0;135687;466629;1315016;915069;496414;2003;0;613363;701653;0;0;0;28;10;18;0;0;0;0;0;0;0;0;0;0;0;10;18;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;330942;76117;0;0;46332;13238;0;0;29785;496414;204561;0;22060;1381;4741;0;28088;0;0;11935;0;0;0;0;0;0;14794;0;5147;24251;2161;3737;38557;0;1800;8801;1742;0;1331;59426;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15003;I2;56;2019;604536;0;0;607926;580423;1164;3;2;0;37537;37537;0;0;0;8340;0;0;17130;54667;604536;24113;55831;1995;0;124186;480350;1;1;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;37537;8340;0;0;7288;1502;0;0;1164;55831;422708;0;8171;0;6326;0;19666;0;0;22044;0;0;0;0;0;0;29618;11406;12513;3954;21483;0;13355;6584;0;0;1405;11224;5084;9660;2725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15004;I1;55;2019;5279944;0;16560;2064219;1906458;91232;54;54;0;1137701;1154261;0;0;16560;287972;0;0;498520;1652781;5279944;3373486;1744013;2003;0;2403748;2876196;0;0;0;52;34;18;0;0;0;0;0;0;0;0;2;1;0;36;18;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1137701;287972;0;0;165704;44844;0;0;91232;1744013;810925;0;45848;1381;35813;0;111359;0;0;125534;0;0;0;128576;0;0;26267;25263;42200;63200;20724;6206;300714;1222;122779;1445;17312;3671;16101;78796;78883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15005;Q;86;2019;22266128;0;33671;11421239;11319082;132719;125;125;0;1614736;2361846;713439;0;33671;355068;170489;0;1030201;3392047;22266128;10947046;3524766;1987;0;0;22266128;0;0;0;88;70;18;33;23;10;0;0;0;0;0;4;3;1;96;29;125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1614736;355068;0;0;402352;102292;0;0;132719;3524766;5437727;0;4399485;0;20686;0;16821;49682;0;169568;0;0;0;276907;3000;30000;0;56276;15870;37801;0;12342;609355;86571;0;0;73263;1407;20626;103852;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15006;I1;55;2019;324579;1;0;488038;402358;15122;14;14;0;0;113621;113621;0;0;0;27550;0;64504;178125;324579;-77779;193247;1966;0;115131;209448;0;0;0;0;0;0;14;9;5;0;0;0;1;0;0;0;0;10;5;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;25314;11640;0;552;15122;193247;264700;0;160;0;4085;0;16397;63815;0;27279;0;0;0;40605;0;0;3897;20525;10325;4376;362;0;985;0;0;0;5335;1705;0;22935;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15007;Q;86;2019;16377385;0;24042;15930253;15468197;47022;58;58;0;0;1014686;990644;0;24042;0;216258;0;410473;1425159;16377385;909188;1472181;1993;0;0;16377385;0;0;0;0;0;0;55;46;9;0;0;0;0;0;3;1;2;47;11;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;135892;40544;17779;0;47022;1472181;15067096;0;113799;0;0;0;31878;427276;0;29853;0;0;0;0;0;0;0;10565;1148;12451;22617;0;93700;51597;0;0;25218;405;39182;3468;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15008;Q;86;2019;136748409;0;267427;121039172;109215624;668584;1078;1078;0;8755683;28606219;19583109;0;267427;4867255;5483271;0;20307516;48913735;136748409;27532785;49582319;1886;0;0;136748409;0;0;0;202;121;81;845;602;243;0;0;0;0;0;31;24;7;747;331;1078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3104602;6582462;3935874;0;0;7186086;2770904;0;0;668584;49582319;87717127;0;12324862;0;0;0;4752;11726133;0;2986221;0;0;0;1840104;35950;0;20059;257752;187820;132172;28116;27047;2066703;205274;304095;27798;378511;41547;180000;547129;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15009;Q;86;2019;18867490;0;47207;14420100;13948935;116840;92;92;0;747390;2248541;1453944;0;47207;172661;355046;0;1007305;3255846;18867490;4918555;3372686;2003;0;0;18867490;0;0;0;11;7;4;77;56;21;0;0;0;0;0;4;2;2;65;27;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;747390;172661;0;0;367040;112558;0;0;116840;3372686;12334731;0;402254;0;2204;0;46604;410115;0;247604;0;0;0;220786;65907;0;250;111310;18398;15631;45176;29521;260127;0;0;0;49130;506;25608;134238;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15010;Q;86;2019;4014723;0;9827;2664687;2309871;31420;49;49;0;538063;948608;400718;0;9827;129135;96994;0;380665;1329273;4014723;1704852;1360693;2000;0;0;4014723;0;0;0;10;3;7;38;31;7;0;0;0;0;0;1;1;0;35;14;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;538063;129135;0;0;116985;37551;0;0;31420;1360693;1545574;0;26239;0;279;0;42150;304932;0;35211;0;0;0;0;7607;620814;0;11161;0;8553;334;0;34163;0;0;1938;20196;0;5536;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15012;Q;86;2019;19473696;0;113065;18686297;18549933;726864;295;295;0;2411611;4799152;2274476;0;113065;592482;558936;0;2791820;7590972;19473696;923763;8317836;2003;0;0;19473696;0;0;0;131;102;29;151;119;32;0;0;0;0;0;13;7;6;228;67;295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2411611;592482;0;0;1208835;431567;0;0;726864;8317836;16985596;0;563243;0;51;0;16463;109738;0;966723;0;0;0;0;0;14105;0;11204;386;4863;9345;0;3412;0;0;0;0;0;0;1168;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15013;M1;72;2019;4185115;0;8915;2603452;2527785;45352;21;21;0;414295;597146;173936;0;8915;91199;38266;0;332409;929555;4185115;1657330;974907;1997;0;0;4185115;0;0;0;10;5;5;10;2;8;0;0;0;0;0;1;1;0;8;13;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;414295;91199;0;0;164404;38540;0;0;45352;974907;0;0;1461477;0;61990;0;2906;0;0;544036;0;0;0;0;8937;0;0;20313;7745;15344;288048;0;6637;130275;0;2887;20671;1870;23107;7043;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15015;N3;78;2019;7211698;0;0;508895;304830;0;78;78;74;0;3390215;81266;3308949;0;0;34944;1422848;2254627;5644842;7211698;6906868;5644842;2006;0;0;7211698;0;0;0;0;0;0;4;3;1;74;22;52;0;0;0;0;0;25;53;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;648694;148141;0;0;0;5644842;0;0;213586;0;1337;0;26056;175750;0;58572;0;0;0;0;0;13564;2572;9681;441;3226;235;0;324;0;0;0;1456;0;1233;862;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15016;Q;86;2019;5699856;0;0;3888760;3829494;23850;32;32;0;598773;598773;0;0;0;136955;0;0;269557;868330;5699856;1870362;892180;2010;0;0;5699856;0;0;0;32;24;8;0;0;0;0;0;0;0;0;0;0;0;24;8;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;598773;136955;0;0;95864;36738;0;0;23850;892180;2761210;0;93975;0;0;0;49424;0;0;52097;0;0;0;73741;22449;167012;414;20496;13153;20010;4661;0;502298;41938;0;0;17355;3688;0;44839;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15017;N3;80;2019;63486729;0;112249;23444652;21560062;1391654;737;737;0;16602955;16715204;0;0;112249;4057271;0;0;8102419;24817623;63486729;41926667;26209277;2008;0;0;63486729;0;0;0;722;185;537;0;0;0;0;0;0;0;0;15;10;2;198;539;737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;788319;16051132;3820775;0;0;3320257;761416;0;0;2783308;27637456;0;0;820443;0;547742;0;830557;296800;0;283856;0;0;0;1010804;991898;1184511;87165;1225256;56578;831362;2942068;300;2894024;3186962;0;0;2142396;2942639;541260;626735;1296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15018;N5;82;2019;10782036;0;110084;2024889;1953478;322236;272;272;0;0;3240408;3130324;0;110084;0;828056;0;1407283;4647691;10782036;8828558;4969927;2004;0;31270;10750766;0;0;0;0;0;0;260;156;104;0;0;0;0;0;12;8;3;165;107;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;446210;133017;0;0;322236;4969927;0;0;136434;0;15000;0;38057;0;0;367310;0;0;0;0;0;489683;5889;0;27272;621514;6999;0;126457;64432;0;0;11808;4223;1169;108642;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15019;Q;86;2019;87229042;0;165351;54059374;53828740;1314906;729;729;0;12684679;13904005;1053975;0;165351;3443721;252954;0;8714021;22618026;87229042;33400302;23932932;2019;0;3143;87225899;0;0;0;601;468;133;103;82;21;0;0;0;0;0;25;3;14;555;174;729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;12684679;3443721;0;0;3648979;1368367;0;0;1314906;23932932;49674471;0;407397;0;0;0;124878;67909;0;1489509;0;0;0;55148;5790;73009;8255;257985;20736;167662;49579;73846;63240;256392;0;9741;182222;39212;269049;762709;635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15020;Q;86;2019;10833631;0;10490;8126547;8026944;165462;58;58;0;1607002;1617492;0;0;10490;399546;0;0;774544;2392036;10833631;2806687;2557498;2006;0;0;10833631;0;0;0;56;38;18;0;0;0;0;0;0;0;0;2;1;0;40;18;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1607002;399546;0;0;289523;85475;0;0;165462;2557498;7110576;0;167046;0;533;0;33756;57745;0;48552;0;0;0;135657;6666;37352;421;6740;8029;6474;14658;2000;437322;9869;0;0;11992;684;10128;17285;3062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15021;N3;78;2019;6527891;0;0;521562;460877;149127;356;354;346;104448;3797242;0;3692794;0;22979;0;805017;1808804;5606046;6527891;6067014;5755173;2000;0;0;6527891;2;0;2;8;6;2;0;0;0;346;149;197;0;0;0;0;0;155;201;356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;104448;22979;0;0;828918;151890;0;0;298253;5904299;0;0;125137;0;10279;0;47015;0;0;222664;0;0;0;0;3330;9000;20831;10623;2032;24351;0;851;15850;1451;0;0;8000;0;17021;3127;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15022;M1;71;2019;;;;;;;;;;;;;;;;;;0;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
15907;J3;61;2019;1828024;0;18900;566934;512197;2077;66;66;0;31200;911762;861662;0;18900;6864;206799;0;356521;1268283;1828024;1315827;1270360;1997;0;0;1828024;0;0;0;2;1;1;61;17;44;0;0;0;0;0;3;0;3;18;48;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;31200;6864;0;0;107144;35714;0;0;2077;1270360;42584;0;3312;0;11861;0;1781;36385;0;0;0;0;0;100394;0;117273;0;0;6604;41197;2643;1598;4236;5501;0;110000;3728;0;5562;72275;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15023;I1;55;2019;1379888;0;8971;360059;332037;25239;23;22;0;111538;290056;169547;0;8971;24538;37301;0;108218;398274;1379888;1047851;423513;2005;0;466469;913419;1;0;1;7;4;3;14;6;8;0;0;0;0;0;1;1;0;11;12;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;111538;24538;0;0;34573;11806;0;0;25239;423513;95791;0;8000;0;8279;0;17437;0;0;3532;0;0;0;49638;0;0;7124;0;20225;28191;8491;8483;37177;0;0;0;5981;103;6559;36927;18121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15908;N3;78;2019;2573722;0;0;112664;98512;86369;140;140;136;75139;1634425;0;1559286;0;16869;0;356232;677972;2312397;2573722;2475210;2398766;2011;0;0;2573722;0;0;0;4;3;1;0;0;0;136;45;91;0;0;0;0;0;48;92;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;75139;16869;0;0;237188;67683;0;0;172738;2485135;0;0;40332;0;2618;0;10946;0;0;8542;0;0;0;648;50;17569;1560;10481;1339;5091;0;2021;4535;0;1067;1079;2001;314;450;2021;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15024;Q;86;2019;26782076;0;147261;22439253;21960881;237889;352;352;0;6076878;6224139;0;0;147261;1467330;0;0;2647223;8871362;26782076;4821195;9109251;2013;0;969976;25812100;0;0;0;337;243;94;0;0;0;0;0;0;0;0;15;8;7;251;101;352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129186;5986448;1428574;0;0;922635;257258;0;0;237889;9109251;20590585;0;262911;0;11970;0;11556;444202;0;39160;0;0;53645;3560;345632;0;1333;20951;1813;154109;750;0;50960;34520;330253;600;28331;800;15625;35987;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15026;Q;86;2019;8990847;0;21386;4621111;4324781;97098;76;76;0;1633344;1654730;0;0;21386;424480;0;0;846255;2500985;8990847;4666066;2598083;2002;0;0;8990847;0;0;0;72;50;22;0;0;0;0;0;0;0;0;4;1;1;53;23;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1633344;424480;0;0;342601;98732;0;0;97098;2617641;861141;0;2186340;0;3389;0;4964;275075;0;363874;0;0;0;20277;1647;83224;0;61272;4457;70000;13193;42841;376042;92901;32;0;86562;1807;31806;40267;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15027;N3;81;2019;1725238;0;0;155231;150927;132166;110;109;0;54665;939924;885259;0;0;12573;215694;0;408908;1348832;1725238;1574311;1480998;1987;0;0;1725238;1;1;0;3;3;0;106;93;13;0;0;0;0;0;0;0;0;97;13;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;54665;12573;0;0;141140;39501;0;0;132166;1480998;34575;0;55749;0;2893;0;799;0;0;17783;0;0;0;1178;0;200;0;7358;981;2740;960;0;2154;0;0;0;2118;1052;24008;683;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15028;N3;78;2019;1940628;0;0;389891;361833;6186;18;18;16;168021;840106;0;672085;0;49736;0;198943;420825;1260931;1940628;1578795;1267117;2011;0;0;1940628;0;0;0;2;2;0;0;0;0;16;11;5;0;0;0;0;0;13;5;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;168021;49736;0;0;131096;41050;0;0;12372;1273303;0;0;191864;0;12643;0;13698;0;0;118102;0;0;0;0;0;16452;0;0;118;2236;2758;0;1761;10392;0;0;1367;659;17331;510;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15029;LN1;68;2019;12377949;13;16245;3957220;3655198;40360;32;32;0;602888;619133;0;0;16245;146601;0;0;280171;899304;12377949;8722751;939664;2011;0;1480098;10897851;0;0;0;30;6;24;0;0;0;0;0;0;5;8;2;1;1;12;33;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;602888;146601;0;0;100918;32652;0;282237;40360;939664;0;0;744952;8544;13513;0;248885;21336;0;169769;0;0;808940;530331;6420;28623;23705;83207;116021;31096;2172;489543;134027;16354;0;0;7582;4054;16381;169528;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15030;I2;56;2019;7370320;0;0;5682612;5676013;206506;174;174;0;0;1827024;1827024;0;0;0;401945;0;950052;2777076;7370320;1694307;2983582;2004;0;0;7370320;0;0;0;0;0;0;174;159;15;0;0;0;0;0;0;0;0;159;15;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;383675;164432;0;0;206506;2983582;5543295;0;93167;0;1200;0;5000;0;0;4750;0;0;0;0;0;0;0;11500;2100;1800;1500;0;9000;0;0;6000;2000;500;0;800;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
17900;R;93;2019;585801;0;2683;795323;793663;1087;3;3;0;0;37673;34990;0;2683;0;7833;0;18338;56011;585801;-207862;57098;1968;0;0;585801;0;0;0;0;0;0;2;0;2;0;0;0;0;0;1;0;1;0;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;7356;3149;0;0;1087;57098;689774;0;29160;0;0;0;900;5;0;2634;0;0;0;0;0;0;0;7493;1000;9836;158;5504;6672;8271;0;321;2218;1754;0;29623;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
15031;I2;56;2019;9304306;0;26669;4812755;4618893;88008;79;79;0;88221;1901034;1786144;0;26669;19409;575214;0;1030962;2931996;9304306;4685413;3020004;1999;0;0;9304306;0;0;0;2;0;2;74;33;41;0;0;0;0;0;3;1;2;34;45;79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;88221;19409;0;0;357985;78354;0;0;88008;3020004;3192952;0;100832;0;106154;0;72714;1609;0;14253;0;0;0;0;168967;12258;0;66724;2568;29439;558317;3752;184154;35736;0;239;18564;99891;57709;85923;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
