idnoremp;Seccion19;Division;periodo;intio;pottcag;gppgpa;ocgtot;CONINTER;OTROSG;PEROCU;PEREMU;PMISION;SULPERM;SULSAL;SULTEMP;SULMISION;SULAPRENDIZ;PRESPERM;PRESTEMP;PRESMISION;PRESTA;REMU;PROBRU;VALAGRE;TOTG;idaio;imesetot;inoio;insertot;potpsfr;pompsfr;pohpsfr;potperm;pomperm;pohperm;pottcde;pomtcde;pohtcde;pottmoe;pomtmoe;pohtmoe;pomtcag;pohtcag;potpau;pompau;pohpau;pomtot;pohtot;pottot;pompsfr1;pohpsfr2;pompsfr3;pohpsfr4;pompsfr5;pohpsfr6;pomperm1;pohperm2;pomperm3;pohperm4;pomperm5;pohperm6;pomtcde1;pohtcde2;pomtcde3;pohtcde4;pomtcde5;pohtcde6;pomtcag1;pohtcag2;pomtcag3;pohtcag4;pomtcag5;pohtcag6;pomtdhc;pohtdhc;pomtmad;pohtmad;pompau1;pohpau2;pomtot1;pohtot2;pomtot3;pohtot4;pomtot5;pohtot6;ththca;thtmas;gppsi;gpper;gpppsp;gpppst;gsppt;gppcpo;gppano;gppavo;gpppta;gppgpn;gpptpot;ocgrps;gmesetot;gsptot;ocgrc;ocgid;occree;ocgoi;ocgpc;ocgog;ocgtg;ocgamc;ocgtgno;gouts;ocgsv;ocgee;ocgar;ocgca;ocgse;ocgsp;ocgco;ocgfa;ocgpp;ocgnr;ocggv;ocgct;ocggr;ocgup;ocgcl;ocgusi;ocgspe;ocgsgn;gppsied1;gppsied2;gppsied3;gppered1;gppered2;gppered3;gpppsp1;gpppsp2;gpppsp3;gpppsted1;gpppsted2;gpppsted3;gppcpoed1;gppcpoed2;gppcpoed3;gppanoed1;gppanoed2;gppanoed3;gppavoed1;gppavoed2;gppavoed3;gppdocen;gppgpaed1;gppmoni;gppgpned1;gppgpned2;gppgpned3;gpptpoted1;gpptpoted2;gpptpoted3;opcomex
10001;I1;55;2019;2690535;0;29546;1108203;1054626;68900;42;42;0;312021;561576;220009;0;29546;79220;48355;0;245194;806770;2690535;1635909;875670;1991;0;1388775;1301760;0;0;0;20;12;8;18;11;7;0;0;0;0;0;4;3;1;26;16;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;312021;79220;0;0;89193;28426;0;0;68900;875670;303829;0;11442;0;31545;0;14564;0;0;0;0;0;0;22429;25851;27275;11972;8783;57579;43862;19431;3431;108894;0;39077;0;13732;8483;6531;244691;104802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10002;I1;55;2019;5198956;0;19692;2774045;2643172;8910;75;74;0;1074846;1094538;0;0;19692;222270;0;0;395544;1490082;5198956;2555784;1498992;2005;0;3031478;2167478;1;0;1;72;39;33;0;0;0;0;0;0;0;0;2;0;2;39;36;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1074846;222270;0;0;134199;39075;0;0;8910;1498992;747748;0;44140;0;3906;0;102267;6000;0;123000;0;0;0;123562;14555;316998;52560;13126;170977;43281;2277;31583;260225;8852;153752;26455;23224;4145;15137;425162;61113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10003;I1;55;2019;14153289;117;39744;10230734;9907702;165935;75;75;0;1504042;1543786;0;0;39744;366426;0;0;655575;2199361;14153289;4245587;2365296;2015;0;7454978;6698311;0;0;0;71;25;46;0;0;0;0;0;0;45;72;4;2;2;72;120;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1504042;366426;0;0;212023;77126;0;2293925;165935;2365296;2713826;0;144088;14287;168172;0;102069;4896;0;375569;0;0;0;35178;407605;1112499;3107;76248;201072;54123;32650;55317;391939;9884;144073;152080;38074;10207;15487;1410618;263741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10004;I1;55;2019;10684133;0;20703;7825096;7664319;0;39;39;0;458429;479132;0;0;20703;100988;0;0;216185;695317;10684133;3019814;695317;2019;0;2076438;8607695;0;0;0;37;22;15;0;0;0;0;0;0;0;0;2;2;0;24;15;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;458429;100988;0;0;76860;38337;0;0;0;695317;458081;0;54234;0;88735;0;0;0;0;4583083;0;0;19875;34527;0;24567;0;4527;345980;76389;0;123098;458923;0;876923;0;55637;98349;65298;456870;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10005;I2;56;2019;26319862;177;33787;23404650;22715080;388456;50;50;0;1440206;1473993;0;0;33787;606968;0;0;1020273;2494266;26319862;3604782;2882722;1957;0;19802264;6517598;0;0;0;46;26;20;0;0;0;0;0;0;52;125;4;3;1;81;146;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67330;1393075;586769;0;0;317634;128461;0;4069848;388456;2915512;2783003;0;582444;7503;146999;0;358035;30271;0;6193450;0;0;0;2319873;0;0;50819;9325;394582;187553;1854665;0;2863041;7185;0;0;30634;41767;100525;1251610;121518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10006;I2;56;2019;84361203;0;83862;51640157;47883160;189264;557;557;0;173010;9305299;9048427;0;83862;39791;2026520;0;3627688;12932987;82039267;34156107;13122251;1989;2432936;0;81928267;0;0;0;3;3;0;545;545;0;0;0;0;0;0;9;9;0;557;0;557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;173010;39791;0;0;1187004;374373;0;0;189264;13122251;39117454;2321936;427277;0;635047;0;660254;55533;0;1080154;0;0;0;375436;965528;160888;54445;308483;142498;191965;2553826;18366;741246;345129;0;35855;162978;279152;210366;520924;275417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10007;I2;56;2019;1289475;0;14689;537600;506704;25092;31;31;0;186864;451070;249517;0;14689;41005;56456;0;186938;638008;1289475;782771;663100;1996;0;0;1289475;0;0;0;5;5;0;24;12;12;0;0;0;0;0;2;2;0;19;12;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;186864;41005;0;0;68931;20546;0;0;25092;663100;155541;0;14937;3032;15507;0;12023;0;0;6014;0;0;0;75435;0;0;1265;2656;18603;4988;0;4189;2616;0;0;0;938;1905;0;118638;99313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10008;I2;56;2019;15431445;56;36526;11032273;10733478;154610;94;94;0;1557395;1593921;0;0;36526;362723;0;0;669363;2263284;15431445;4697967;2417894;1998;0;0;15431445;0;0;0;90;83;7;0;0;0;0;0;0;56;0;4;4;0;143;7;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1557395;362723;0;0;225615;81025;0;1206337;154610;2417894;6688902;0;105408;0;177288;0;93903;0;0;283003;0;0;0;93109;141;810123;139159;31782;100809;62363;210374;9224;141376;32874;0;3903;48570;0;85395;564514;143716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10012;H1;52;2019;350353;0;0;212327;200909;1178;3;3;0;50760;50760;0;0;0;12182;0;0;24245;75005;350353;149444;76183;1993;0;0;350353;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;50760;12182;0;0;9151;2650;262;0;1178;76183;140378;0;18656;0;2985;0;8010;0;0;664;0;0;0;0;2584;8327;0;312;354;4014;708;0;1941;432;0;204;232;20461;2060;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10013;H1;52;2019;24063044;6;30088;17705608;17431804;192447;36;36;0;696712;726800;0;0;30088;177812;0;0;410657;1137457;24063044;6631240;1329904;2003;0;0;24063044;0;0;0;33;6;27;0;0;0;0;0;0;0;6;3;1;2;7;35;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;696712;177812;0;0;118777;28973;85095;166581;192447;1329904;16165138;0;853984;0;162351;0;44219;64748;0;3905;0;0;0;0;80489;0;0;95408;0;11422;0;0;51901;0;0;0;409;0;2314;2739;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10015;H1;52;2019;20528645;0;24207;7656430;6699241;363477;50;50;0;2026909;2051116;0;0;24207;672201;0;0;1114956;3166072;20528645;13829404;3529549;1974;0;2138727;18389918;0;0;0;47;7;40;0;0;0;0;0;0;0;0;3;1;2;8;42;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;454854;1708511;535745;0;0;480718;41873;0;0;363477;3609385;1385000;0;823560;0;228615;0;683214;0;0;17915;0;0;0;859335;0;120000;41187;581418;126663;102478;32524;0;1410329;216158;0;35063;33667;46911;155067;355002;402324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10017;H1;52;2019;189356904;128;206339;130526889;127946442;4976990;450;450;0;14022203;14228542;0;0;206339;4128211;0;0;8428648;22657190;189356904;61410462;27634180;1992;0;375195;188981709;0;0;0;429;108;321;0;0;0;0;0;0;29;99;21;9;12;146;432;578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3739084;11404844;3006486;0;0;2452210;735313;1112914;3257615;4976990;27634180;110429357;0;2089458;0;1225397;0;521118;711003;0;1100381;0;0;0;1183861;107550;0;484392;1756634;245085;263514;73281;275395;3190563;540537;4874;288798;107237;60933;58567;2551158;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10018;H1;52;2019;8722744;0;0;4432893;4265586;10995;8;8;0;318482;318482;0;0;0;104604;0;0;185051;503533;8722744;4457158;514528;2002;0;0;8722744;0;0;0;8;3;5;0;0;0;0;0;0;0;0;0;0;0;3;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124521;231317;67248;0;0;61329;19118;0;0;10995;514528;2452889;0;411045;0;105216;0;7525;40802;0;18298;0;0;39040;119678;3828;165787;40035;158054;1445;43862;113;17196;749869;8982;0;0;5181;0;4303;39745;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10019;N2;79;2019;4303244;0;27769;1977663;1637536;166465;61;61;0;1367010;1394779;0;0;27769;418756;0;0;683019;2077798;4303244;2665708;2244263;1970;0;12738;4290506;0;0;0;58;48;10;0;0;0;0;0;0;0;0;3;2;1;50;11;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;285386;1167240;333140;0;0;197491;66772;0;0;166465;2244263;0;0;292528;0;54915;0;158431;113195;0;390839;0;0;0;99519;5156;89942;28633;41967;4704;118062;2532;157206;34273;65599;175102;0;28530;32213;22767;61550;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10020;N2;79;2019;4646059;1;18646;1363782;1186299;69314;51;51;0;1584053;1602699;0;0;18646;420981;0;0;682371;2285070;4646059;3459760;2354384;1971;0;0;4646059;0;0;0;49;37;12;0;0;0;0;0;0;1;0;2;2;0;40;12;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;509204;1227610;268220;0;0;184052;77338;0;5558;69314;2354384;0;0;389779;0;49665;0;71828;48000;0;248651;0;0;0;0;0;147756;58896;59641;4522;51527;10666;4031;25452;74839;13243;28928;6827;0;11687;52286;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10021;H1;52;2019;8902563;6;21305;2144287;1991767;603678;46;46;0;2015084;2036389;0;0;21305;567235;0;0;1146351;3182740;8902563;6910796;3786418;1989;0;0;8902563;0;0;0;44;15;29;0;0;0;0;0;0;2;4;2;1;1;18;34;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;394227;1739125;448967;0;0;349974;108792;120350;160856;603678;3786418;0;0;96550;0;110013;0;25324;0;0;0;0;0;33200;93098;45610;221294;35761;65798;6534;241158;0;23718;241709;493875;0;54982;37665;70661;25842;60422;217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10022;H1;52;2019;10416249;0;34854;3054279;2878037;399984;147;147;0;3991929;4026783;0;0;34854;831040;0;0;1561379;5588162;10416249;7538212;5988146;1994;0;869477;9546772;0;0;0;143;79;64;0;0;0;0;0;0;0;0;4;4;0;83;64;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116626;3910291;796052;0;0;568934;161405;0;0;399984;5988146;1012499;0;56856;0;90693;0;67279;0;0;142906;0;0;0;165604;171782;60271;68841;37083;12147;314520;135000;18085;107409;270205;0;156397;84451;29067;10843;41885;456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10023;H1;52;2019;3463995;0;29813;977571;922572;125760;78;76;0;1083133;1112946;0;0;29813;331921;0;0;585309;1698255;3463995;2541423;1824015;1994;0;0;3463995;2;1;1;73;32;41;0;0;0;0;0;0;0;0;3;3;0;36;42;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1083133;331921;0;0;173882;79506;0;0;125760;1824015;0;0;166405;0;33463;0;13898;0;0;155783;0;0;0;9047;37430;29518;14386;31259;8879;68912;43933;0;52447;22946;0;194388;43486;72;17941;32732;646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10024;H1;52;2019;3802789;0;0;1655675;1555803;123305;81;81;0;745305;745305;0;0;0;161683;0;0;296706;1042011;3802789;2246986;1165316;1995;0;0;3802789;0;0;0;75;38;37;0;0;0;0;0;0;0;0;6;0;0;43;38;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;745305;161683;0;0;107054;27969;0;0;123305;1165316;0;0;95114;0;43325;0;41793;0;0;68856;0;0;0;12044;0;200831;27783;15372;7003;78938;8898;0;77622;17649;0;837008;51191;16603;11162;42301;2182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10025;H1;52;2019;4597050;0;21036;1494166;1347161;53051;44;44;0;917775;938811;0;0;21036;222680;0;0;404981;1343792;4597050;3249889;1396843;1967;0;88786;4508264;0;0;0;42;26;16;0;0;0;0;0;0;0;0;2;1;1;27;17;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;917775;222680;0;0;143850;38451;0;0;53051;1396843;0;0;339980;0;28076;0;34298;74457;0;343326;0;0;0;87856;0;48347;40884;18228;9676;27663;156812;7109;57370;10247;0;120000;43867;9679;16296;18903;1092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10026;J3;61;2019;888011;0;21131;592251;575667;18147;36;35;0;0;459300;438169;0;21131;0;96397;0;142655;601955;888011;312344;620102;1998;0;0;888011;1;0;1;0;0;0;33;16;17;0;0;0;0;0;2;1;1;17;19;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;37008;9250;0;0;18147;620102;405161;0;0;0;9626;0;5236;0;0;0;0;0;0;0;27986;0;56623;0;3238;4850;930;1400;0;0;0;0;9680;13076;1322;53123;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10027;J3;61;2019;167714579;45;97275;66993345;63122074;188569;185;185;0;7953601;8050876;0;0;97275;1860165;0;0;3837477;11888353;167714579;104592505;12076922;2001;0;0;167714579;0;0;0;175;45;130;0;0;0;0;0;0;11;34;10;3;7;59;171;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2137008;6457695;1219063;0;0;1211824;451286;314202;669054;188569;12076922;3832215;0;8280820;0;1660948;0;946733;760817;0;14177;0;0;565431;178268;22605918;8004879;73730;159021;15682;380024;347306;258617;16454340;1013442;0;399498;42343;149633;44839;135610;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10028;J3;61;2019;73015614;10;27315;54528319;43542872;967;14;14;0;361169;388484;0;0;27315;480621;0;0;574719;963203;65266025;21723153;964170;1995;0;0;73015614;0;0;0;11;6;5;0;0;0;0;0;0;5;5;3;1;2;12;12;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67823;313693;460274;0;0;83830;22666;0;281100;967;976568;28129776;7749589;372304;0;405068;0;1228611;1532477;0;398526;0;0;7859231;1545556;0;0;49993;247464;78231;0;182492;376280;286084;7738;507043;0;87701;14992;11889;3176174;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10029;I1;55;2019;18630697;17;73097;7753633;6203369;145558;178;178;0;3526003;3599100;0;0;73097;932788;0;0;1558992;5158092;18630697;12427328;5303650;2005;0;9357202;9273495;0;0;0;170;58;112;0;0;0;0;0;0;6;11;8;5;3;69;126;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;710861;3028400;719530;0;0;459322;166882;0;299665;145558;5303650;2411081;0;137748;0;224737;0;1278155;13484;0;6838;0;0;0;458788;66514;2225;48534;80696;259712;94479;4285;212891;165083;158;342049;100238;14780;5389;63467;1269472;193165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10030;LN1;77;2019;3014053;1;35874;1446901;1316504;114121;44;44;0;732368;915945;147703;0;35874;179147;33744;0;430620;1346565;2966376;1649872;1460686;1992;454443;0;2559610;0;0;0;28;8;20;13;2;11;0;0;0;0;1;3;0;3;10;35;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;732368;179147;0;0;169689;48040;0;29035;114121;1460686;234316;47677;134636;0;10312;0;63315;0;0;32432;0;0;18295;0;341136;0;11714;83837;5966;18683;8349;19133;172657;57865;0;4751;4887;94482;20543;32880;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10031;M1;71;2019;;;;;;;;;;;;;;;;;;0;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
10032;N3;78;2019;2536;0;0;20994;19629;3722;8;8;1;73700;77030;0;3330;0;18266;0;724;28864;105894;2536;-17093;109616;1992;0;0;2536;0;0;0;7;3;4;0;0;0;1;1;0;0;0;0;0;0;4;4;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;73700;18266;0;0;6643;3231;0;0;7443;113337;0;0;12866;0;1297;0;0;0;0;159;0;0;0;0;140;0;0;0;0;1994;131;0;0;1100;0;0;12;0;0;3295;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10033;M1;70;2019;21352280;0;7658;64478607;18319544;638783;19;19;0;1159032;1167932;1242;0;7658;629911;301;0;984688;2152620;21352280;3032736;2791403;1996;0;64325;21287955;0;0;0;17;10;7;1;1;0;0;0;0;0;0;1;1;0;12;7;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;894091;533168;361684;0;0;218043;93555;42878;0;638783;2791403;11244845;0;4178142;0;17435;0;2856572;43257697;0;708248;0;0;187984;271500;469036;71293;68134;229896;7350;75484;627;0;353654;397572;0;0;20569;17002;2040;43527;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10034;M1;71;2019;18860678;0;81147;7779398;7101997;746610;250;250;0;0;3849966;3768819;0;81147;0;910447;0;1706976;5556942;19022326;11920329;6303552;1993;0;0;18860678;0;0;0;0;0;0;241;6;235;0;0;0;0;0;9;0;9;6;244;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;605367;191162;0;0;746610;6303552;5402834;0;92629;0;68829;0;592344;0;0;120751;0;0;0;0;67812;0;3784;101434;1229;44605;740727;0;324277;68799;0;32755;13589;37586;57763;7651;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10035;M1;71;2019;8134382;0;74470;2449342;2344694;68726;198;198;0;3336833;3411303;0;0;74470;786297;0;0;1482934;4894237;8134382;5789688;4962963;1996;0;0;8134382;0;0;0;190;48;142;0;0;0;0;0;0;0;0;8;6;2;54;144;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3336833;786297;0;0;538397;158240;0;0;68726;4962963;1610666;0;19242;0;62753;0;34675;0;0;347407;0;0;0;0;33106;0;3645;82765;7894;32223;8242;0;80747;0;0;0;12280;95774;0;16473;1450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10036;M1;71;2019;4535057;0;14658;1929811;1920731;272982;65;65;0;852272;866930;0;0;14658;308262;0;0;473407;1340337;4535057;2614326;1613319;1993;0;0;4535057;0;0;0;62;9;53;0;0;0;0;0;0;0;0;3;2;1;11;54;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;852272;308262;0;0;132287;32858;0;0;272982;1613319;0;0;1671116;0;0;0;7262;0;0;8921;0;0;69633;0;0;41418;6904;10728;1775;39193;0;0;18019;9686;0;0;8310;29064;0;7782;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10038;M1;71;2019;16555856;0;20039;9628961;9303664;107519;59;59;0;1762815;1782854;0;0;20039;826823;0;0;1179907;2962761;16555856;7252192;3070280;2001;0;0;16555856;0;0;0;57;18;39;0;0;0;0;0;0;0;0;2;1;1;19;40;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;867360;1155663;566615;0;0;263219;89865;0;0;107519;3070280;0;0;523103;0;3364;0;233240;0;0;7149598;0;0;0;3624;2042;156742;3188;44419;466;63674;1062309;0;90645;202158;0;5125;9094;9103;44405;22479;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10040;M1;70;2019;135413610;119;508606;56903544;46200654;4058920;1756;1756;0;16608388;47305121;30188127;0;508606;3993347;6818841;0;19565118;66870239;135615979;89415325;70929159;2005;0;0;135413610;0;0;0;427;82;345;1264;346;918;0;0;0;36;83;65;35;30;499;1376;1875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3977666;13824022;2800047;0;0;6953424;1799506;0;2707745;4058920;70929159;0;0;9358469;0;1872169;0;660816;7825113;0;10584633;0;0;0;323178;10629096;2757549;12735;563725;47875;694514;264606;47944;617895;2585872;0;2394;946241;2257576;1756421;383974;3004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10041;N3;78;2019;5680710;0;0;111301;80848;0;260;260;257;60120;3982189;0;3922069;0;13126;0;797024;1492152;5474341;5680710;5599862;5474341;1989;0;0;5680710;0;0;0;3;3;0;0;0;0;257;75;182;0;0;0;0;0;78;182;260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;60120;13126;0;0;537104;144898;0;0;0;5474341;0;0;15301;0;5441;0;1250;23100;0;2025;0;0;0;0;0;16312;0;5513;1280;5118;2943;3250;7551;2320;7345;1200;932;1350;5045;4025;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10043;N3;78;2019;5963954;0;0;185386;156302;130657;259;259;256;80884;3907300;0;3826416;0;24427;0;825287;1553149;5460449;5963954;5807652;5591106;1990;0;0;5963954;0;0;0;3;2;1;0;0;0;256;60;196;0;0;0;0;0;62;197;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44470;49755;11086;0;0;555529;147906;0;0;261314;5721763;0;0;74864;0;4422;0;23839;0;0;1785;0;0;0;0;50985;11571;1609;215;505;0;926;0;971;0;3462;1737;1988;0;0;6507;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10044;N3;78;2019;22941851;0;0;258452;111168;1147018;991;991;978;318962;13953239;0;13634277;0;58173;0;3250406;5970142;19923381;22961244;22850076;21070399;1991;0;0;22941851;0;0;0;13;7;6;0;0;0;978;302;676;0;0;0;0;0;309;682;991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;318962;58173;0;0;2053554;608009;0;0;2294035;22217416;0;0;13650;0;18659;0;127640;0;0;27979;0;0;0;0;0;43773;828;8836;0;11682;55;0;1203;0;0;0;1749;0;2398;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10045;N3;78;2019;1301364;0;0;69173;54987;35285;142;142;133;102592;958437;0;855845;0;27418;0;195993;400667;1359104;1301364;1246377;1394389;1992;0;0;1301364;0;0;0;9;8;1;0;0;0;133;10;123;0;0;0;0;0;18;124;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;102592;27418;0;0;135710;41546;0;0;70570;1429674;0;0;5362;0;2178;0;11507;0;0;6470;0;0;0;0;0;8676;0;2954;3591;2978;0;0;585;250;0;200;135;0;0;24287;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
10046;N3;78;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10047;N3;78;2019;10751094;0;0;248661;170703;252257;447;447;439;151003;5366757;0;5215754;0;39205;0;1446967;3241781;8608538;10751094;10580391;8860795;1995;0;0;10751094;0;0;0;8;4;4;0;0;0;439;150;289;0;0;0;0;0;154;293;447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;151003;39205;0;0;1492564;263045;0;0;504514;9113052;0;0;98540;0;7829;0;69400;0;0;0;0;0;0;0;32135;0;5376;8427;6535;14506;0;0;125;1445;0;0;4243;100;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10048;N3;78;2019;19879569;0;0;436383;340758;52639;762;759;729;435261;11116299;0;10681038;0;101092;0;2330704;4447140;15563439;19879569;19538811;15616078;1997;0;0;19879569;3;3;0;30;30;0;0;0;0;729;255;474;0;0;0;0;0;288;474;762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;435261;101092;0;0;1585454;429890;0;0;105277;15668716;0;0;54800;0;17877;0;74860;0;0;76211;0;0;0;3630;0;76636;2103;10136;1403;39014;0;0;10286;2782;0;970;27871;3453;4717;29634;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10049;N3;78;2019;33431047;0;0;1427177;1233577;1529203;1156;1156;1146;0;18073259;198956;17874303;0;0;48937;3990410;7763125;25836384;33431047;32197470;27365587;1999;0;0;33431047;0;0;0;0;0;0;10;7;3;1146;497;649;0;0;0;0;0;504;652;1156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;2953866;769912;0;0;3058406;28894790;0;0;331030;0;26053;0;137896;20534;0;16046;0;0;0;3441;0;68992;0;104062;0;2956;190707;55462;80000;9076;0;56925;4824;0;319173;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
10050;N3;78;2019;46203073;0;4968;1419593;1167204;1655980;1884;1884;1870;483925;28396776;0;27907883;4968;120013;0;6461621;12138742;40535518;46222466;45055262;42191498;2000;0;263937;45939136;0;0;0;13;8;5;0;0;0;1870;654;1216;0;0;1;0;1;662;1222;1884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;483925;120013;0;0;4397168;1159737;0;0;3311960;43847275;0;0;20855;0;31032;0;209778;0;0;281760;0;0;0;82259;17625;20761;33766;17176;1929;28833;19483;0;51951;22051;0;0;13879;10722;553104;2629;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
